argmax_label,argmax_letter,attention_mean_per_token,attention_sum,correct_argmax,gold_label,gold_letter,group_name,group_type,last_n_layers,model_key,model_name,n_scored_tokens,n_tokens,option_order,puzzle_id,seed,span_critical,span_notes,span_region,span_role,span_tags,span_text,target_letter,template_id,variant_type
False,C,0.000744938850402832,0.015643715858459473,False,True,A,P05_art_closure_link,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,21,21,True|Unknown|False|Paradox,P05_artificial,0,True,Rule closing the chain back to the negation of the initial antecedent.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If the Vor's circuit is not intact, the Vor does not send a Plith signal",C,P05,artificial
False,C,0.0028680801391601563,0.028680801391601562,False,True,A,P05_art_question,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,True|Unknown|False|Paradox,P05_artificial,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,C,P05,artificial
Paradox,D,0.002481271823247274,0.16376394033432007,False,True,B,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,66,66,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0028805255889892576,0.028805255889892578,False,True,B,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.002481271823247274,0.16376394033432007,False,True,B,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,66,66,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0028805255889892576,0.028805255889892578,False,True,B,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0007181494466720089,0.022262632846832275,False,True,B,FORWARD_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,31,31,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.007442088688121122,0.12651550769805908,False,True,B,NEGATIVE_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,17,17,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0008325444327460395,0.014985799789428711,False,True,B,CLOSURE_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,18,18,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0028805255889892576,0.028805255889892578,False,True,B,SAT_QUESTION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.000447098551125362,0.012965857982635498,False,True,B,CONTENT_TRIGGER,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,29,29,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0025338052134764822,0.19256919622421265,False,True,B,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,76,76,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.000447098551125362,0.012965857982635498,False,True,B,False,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,29,29,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,D,P05,belief_violating
Paradox,D,0.0008229891459147136,0.012344837188720703,False,True,B,P05_bv_rule1_forward,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,15,15,Unknown|True|False|Paradox,P05_belief_violating,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If water molecules contain oxygen atoms, adult dogs speak fluent English",D,P05,belief_violating
Paradox,D,0.0006198622286319733,0.009917795658111572,False,True,B,P05_bv_rule2_forward,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,16,16,Unknown|True|False|Paradox,P05_belief_violating,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If adult dogs speak fluent English, ordinary stones are made of bread",D,P05,belief_violating
Paradox,D,0.007442088688121122,0.12651550769805908,False,True,B,P05_bv_negative_link,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,17,17,Unknown|True|False|Paradox,P05_belief_violating,0,True,Rule introducing a belief-violating negated consequent.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If ordinary stones are made of bread, the Earth is not approximately spherical",D,P05,belief_violating
Paradox,D,0.0008325444327460395,0.014985799789428711,False,True,B,P05_bv_closure_link,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,18,18,Unknown|True|False|Paradox,P05_belief_violating,0,True,Rule closing the chain back to the negation of the initial antecedent.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If the Earth is not approximately spherical, water molecules do not contain oxygen atoms",D,P05,belief_violating
Paradox,D,0.0028805255889892576,0.028805255889892578,False,True,B,P05_bv_question,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,D,P05,belief_violating
Paradox,D,0.0002398967742919922,0.001199483871459961,False,True,B,P05_bv_ct_water_oxygen_rule1,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Unknown|True|False|Paradox,P05_belief_violating,0,False,Factually true content used as antecedent.,NARRATIVE,PREMISE,CONTENT_TRIGGER,water molecules contain oxygen atoms,D,P05,belief_violating
Paradox,D,0.0004764080047607422,0.002382040023803711,False,True,B,P05_bv_ct_dogs_rule1,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,adult dogs speak fluent English,D,P05,belief_violating
Paradox,D,0.00026860833168029785,0.0016116499900817871,False,True,B,P05_bv_ct_stones_rule2,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,6,6,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,ordinary stones are made of bread,D,P05,belief_violating
Paradox,D,0.0006201664606730143,0.003720998764038086,False,True,B,P05_bv_ct_earth_rule3,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,6,6,Unknown|True|False|Paradox,P05_belief_violating,0,False,Belief-violating negated factual content.,NARRATIVE,PREMISE,CONTENT_TRIGGER,the Earth is not approximately spherical,D,P05,belief_violating
Paradox,D,0.0005788121904645647,0.004051685333251953,False,True,B,P05_bv_ct_water_oxygen_rule4,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,7,7,Unknown|True|False|Paradox,P05_belief_violating,0,False,Negated factual content closing the loop.,NARRATIVE,PREMISE,CONTENT_TRIGGER,water molecules do not contain oxygen atoms,D,P05,belief_violating
Paradox,A,0.0021060197441666213,0.11372506618499756,False,True,C,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,54,54,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0034930229187011717,0.03493022918701172,False,True,C,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0021060197441666213,0.11372506618499756,False,True,C,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,54,54,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0034930229187011717,0.03493022918701172,False,True,C,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0007800826659569374,0.02028214931488037,False,True,C,FORWARD_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,26,26,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.007128318150838216,0.0855398178100586,False,True,C,NEGATIVE_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0004939436912536621,0.007903099060058594,False,True,C,CLOSURE_LINK,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,16,16,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0034930229187011717,0.03493022918701172,False,True,C,SAT_QUESTION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0004095179694039481,0.0028666257858276367,False,True,C,CONTENT_TRIGGER,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,7,7,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.002322738990187645,0.14865529537200928,False,True,C,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,64,64,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0004095179694039481,0.0028666257858276367,False,True,C,False,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,7,7,Paradox|Unknown|True|False,P05_familiar,0,,,,,,,A,P05,familiar
Paradox,A,0.0009920001029968262,0.013888001441955566,False,True,C,P05_fam_rule1_forward,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,14,14,Paradox|Unknown|True|False,P05_familiar,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If I travel back in time, I meet my grandfather",A,P05,familiar
Paradox,A,0.000532845656077067,0.006394147872924805,False,True,C,P05_fam_rule2_forward,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If I meet my grandfather, I distract him",A,P05,familiar
Paradox,A,0.007128318150838216,0.0855398178100586,False,True,C,P05_fam_negative_link,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,12,12,Paradox|Unknown|True|False,P05_familiar,0,True,Rule introducing the apparent paradoxical consequence.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If I distract him, I am not born",A,P05,familiar
Paradox,A,0.0004939436912536621,0.007903099060058594,False,True,C,P05_fam_closure_link,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,16,16,Paradox|Unknown|True|False,P05_familiar,0,True,Rule closing the loop back to not travelling.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If I am not born, I do not travel back in time",A,P05,familiar
Paradox,A,0.0034930229187011717,0.03493022918701172,False,True,C,P05_fam_question,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,Paradox|Unknown|True|False,P05_familiar,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,A,P05,familiar
Paradox,A,0.00032469630241394043,0.0012987852096557617,False,True,C,P05_fam_ct_time_travel,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Paradox|Unknown|True|False,P05_familiar,0,False,Familiar time-travel content associated with paradox framing.,NARRATIVE,PREMISE,CONTENT_TRIGGER,travel back in time,A,P05,familiar
Paradox,A,0.000896453857421875,0.000896453857421875,False,True,C,P05_fam_ct_grandfather,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,1,1,Paradox|Unknown|True|False,P05_familiar,0,False,Grandfather-paradox semantic trigger.,NARRATIVE,PREMISE,CONTENT_TRIGGER,grandfather,A,P05,familiar
Paradox,A,0.000335693359375,0.00067138671875,False,True,C,P05_fam_ct_not_born,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Paradox|Unknown|True|False,P05_familiar,0,False,Paradox-like semantic trigger.,NARRATIVE,PREMISE,CONTENT_TRIGGER,not born,A,P05,familiar
Paradox,B,0.0006200546442076217,0.026662349700927734,False,True,C,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,43,43,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0011352300643920898,0.011352300643920898,False,True,C,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0006200546442076217,0.026662349700927734,False,True,C,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,43,43,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0011352300643920898,0.011352300643920898,False,True,C,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0006801128387451172,0.013602256774902344,False,True,C,FORWARD_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,20,20,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0005315650593150746,0.00584721565246582,False,True,C,NEGATIVE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0006010731061299642,0.00721287727355957,False,True,C,CLOSURE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0011352300643920898,0.011352300643920898,False,True,C,SAT_QUESTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0007172575536763892,0.03801465034484863,False,True,C,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,53,53,Unknown|Paradox|True|False,P05_abstract,0,,,,,,,B,P05,abstract
Paradox,B,0.0008635759353637695,0.008635759353637695,False,True,C,P05_abs_rule1_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If X1, then X2",B,P05,abstract
Paradox,B,0.0004966497421264648,0.0049664974212646484,False,True,C,P05_abs_rule2_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If X2, then X3",B,P05,abstract
Paradox,B,0.0005315650593150746,0.00584721565246582,False,True,C,P05_abs_negative_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Unknown|Paradox|True|False,P05_abstract,0,True,Rule introducing a negated consequent.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If X3, then not X4",B,P05,abstract
Paradox,B,0.0006010731061299642,0.00721287727355957,False,True,C,P05_abs_closure_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,Unknown|Paradox|True|False,P05_abstract,0,True,Rule closing the chain back to not X1 without making the system inconsistent.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If not X4, then not X1",B,P05,abstract
Paradox,B,0.0011352300643920898,0.011352300643920898,False,True,C,P05_abs_question,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|Paradox|True|False,P05_abstract,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,B,P05,abstract
False,C,0.0004626767975943429,0.032387375831604004,False,True,A,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,70,70,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.001189851760864258,0.011898517608642578,False,True,A,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.0004626767975943429,0.032387375831604004,False,True,A,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,70,70,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.001189851760864258,0.011898517608642578,False,True,A,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.0005345698446035385,0.017106235027313232,False,True,A,FORWARD_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,32,32,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.00039461430381326117,0.0067084431648254395,False,True,A,NEGATIVE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.0004082236971173968,0.008572697639465332,False,True,A,CLOSURE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,21,21,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.001189851760864258,0.011898517608642578,False,True,A,SAT_QUESTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.0005535736680030822,0.04428589344024658,False,True,A,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,80,80,True|Unknown|False|Paradox,P05_artificial,0,,,,,,,C,P05,artificial
False,C,0.0005168248625362621,0.008786022663116455,False,True,A,P05_art_rule1_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,True|Unknown|False|Paradox,P05_artificial,0,True,First forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(1) If the Vor sends a Plith signal, the Glent receiver activates",C,P05,artificial
False,C,0.0005546808242797852,0.008320212364196777,False,True,A,P05_art_rule2_forward,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,15,15,True|Unknown|False|Paradox,P05_artificial,0,True,Second forward implication.,NARRATIVE,PREMISE,FORWARD_LINK,"(2) If the Glent receiver activates, the Krell relay melts",C,P05,artificial
False,C,0.00039461430381326117,0.0067084431648254395,False,True,A,P05_art_negative_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,True|Unknown|False|Paradox,P05_artificial,0,True,Rule introducing a negated consequence.,NARRATIVE,PREMISE,NEGATIVE_LINK,"(3) If the Krell relay melts, the Vor's circuit is not intact",C,P05,artificial
False,C,0.0004082236971173968,0.008572697639465332,False,True,A,P05_art_closure_link,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,21,21,True|Unknown|False|Paradox,P05_artificial,0,True,Rule closing the chain back to the negation of the initial antecedent.,NARRATIVE,PREMISE,CLOSURE_LINK,"(4) If the Vor's circuit is not intact, the Vor does not send a Plith signal",C,P05,artificial
False,C,0.001189851760864258,0.011898517608642578,False,True,A,P05_art_question,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P05_artificial,0,True,Satisfiability question.,QUESTION,QUESTION_TARGET,SAT_QUESTION,Can all of these statements be true at once?,C,P05,artificial
False,C,0.0005893002856861461,0.038893818855285645,False,True,B,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,66,66,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0011415719985961915,0.011415719985961914,False,True,B,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0005893002856861461,0.038893818855285645,False,True,B,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,66,66,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0011415719985961915,0.011415719985961914,False,True,B,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0006340626747377457,0.019655942916870117,False,True,B,FORWARD_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,31,31,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0005470444174373851,0.009299755096435547,False,True,B,NEGATIVE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
False,C,0.0005521178245544434,0.00993812084197998,False,True,B,CLOSURE_LINK,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,18,18,Unknown|True|False|Paradox,P05_belief_violating,0,,,,,,,C,P05,belief_violating
