argmax_label,argmax_letter,attention_mean_per_token,attention_sum,correct_argmax,gold_label,gold_letter,group_name,group_type,last_n_layers,model_key,model_name,n_scored_tokens,n_tokens,option_order,puzzle_id,seed,span_critical,span_notes,span_region,span_role,span_tags,span_text,target_letter,template_id,variant_type
False,C,0.00101773879107307,0.017301559448242188,False,Paradox,B,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,17,17,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,C,P09,belief_violating
False,C,0.0008080482482910156,0.004040241241455078,False,Paradox,B,P09_bv_assertion,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,True,Positive factual assertion.,NARRATIVE,PREMISE,ASSERTION|CONTENT_TRIGGER,Water molecules contain oxygen atoms,C,P09,belief_violating
False,C,0.0008825574602399554,0.0061779022216796875,False,Paradox,B,P09_bv_contradiction,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,7,7,True|Paradox|False|Unknown,P09_belief_violating,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION|CONTENT_TRIGGER,Water molecules do not contain oxygen atoms,C,P09,belief_violating
False,C,0.0009107589721679688,0.0018215179443359375,False,Paradox,B,P09_bv_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,True|Paradox|False|Unknown,P09_belief_violating,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,do not,C,P09,belief_violating
False,C,0.0014166831970214844,0.007083415985107422,False,Paradox,B,P09_bv_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,True,Queried factual proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET|CONTENT_TRIGGER,water molecules contain oxygen atoms,C,P09,belief_violating
Unknown,A,0.0013167063395182292,0.011850357055664062,False,Paradox,D,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,9,9,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.003610372543334961,0.014441490173339844,False,Paradox,D,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.0013167063395182292,0.011850357055664062,False,Paradox,D,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,9,9,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.003610372543334961,0.014441490173339844,False,Paradox,D,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.0015461444854736328,0.006184577941894531,False,Paradox,D,ASSERTION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.0011331558227539063,0.005665779113769531,False,Paradox,D,CONTRADICTION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.001018524169921875,0.001018524169921875,False,Paradox,D,NEGATION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,1,1,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.003610372543334961,0.014441490173339844,False,Paradox,D,QUESTION_TARGET,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.0020224497868464543,0.026291847229003906,False,Paradox,D,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,13,13,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,A,P09,familiar
Unknown,A,0.0015461444854736328,0.006184577941894531,False,Paradox,D,P09_fam_assertion,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,True,Positive assertion.,NARRATIVE,PREMISE,ASSERTION,The lamp is on,A,P09,familiar
Unknown,A,0.0011331558227539063,0.005665779113769531,False,Paradox,D,P09_fam_contradiction,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Unknown|False|True|Paradox,P09_familiar,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION,The lamp is not on,A,P09,familiar
Unknown,A,0.001018524169921875,0.001018524169921875,False,Paradox,D,P09_fam_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,1,1,Unknown|False|True|Paradox,P09_familiar,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,not,A,P09,familiar
Unknown,A,0.003610372543334961,0.014441490173339844,False,Paradox,D,P09_fam_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,True,Queried proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the lamp is on,A,P09,familiar
Paradox,D,0.0011406421661376953,0.0057032108306884766,True,Paradox,D,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0008516311645507812,0.0017032623291015625,True,Paradox,D,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0011406421661376953,0.0057032108306884766,True,Paradox,D,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0008516311645507812,0.0017032623291015625,True,Paradox,D,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0008617639541625977,0.0017235279083251953,True,Paradox,D,ASSERTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0013265609741210938,0.003979682922363281,True,Paradox,D,CONTRADICTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,3,3,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0023040771484375,0.0023040771484375,True,Paradox,D,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0008516311645507812,0.0017032623291015625,True,Paradox,D,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.00105806759425572,0.007406473159790039,True,Paradox,D,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,False|Unknown|True|Paradox,P09_abstract,0,,,,,,,D,P09,abstract
Paradox,D,0.0008617639541625977,0.0017235279083251953,True,Paradox,D,P09_abs_assertion,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,True,Positive assertion.,NARRATIVE,PREMISE,ASSERTION,X1,D,P09,abstract
Paradox,D,0.0013265609741210938,0.003979682922363281,True,Paradox,D,P09_abs_contradiction,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,3,3,False|Unknown|True|Paradox,P09_abstract,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION,Not X1,D,P09,abstract
Paradox,D,0.0023040771484375,0.0023040771484375,True,Paradox,D,P09_abs_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,False|Unknown|True|Paradox,P09_abstract,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,Not,D,P09,abstract
Paradox,D,0.0008516311645507812,0.0017032623291015625,True,Paradox,D,P09_abs_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,False|Unknown|True|Paradox,P09_abstract,0,True,Queried proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,X1,D,P09,abstract
False,C,0.00032153454693880946,0.0035368800163269043,False,Paradox,A,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00046082735061645506,0.0023041367530822754,False,Paradox,A,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00032153454693880946,0.0035368800163269043,False,Paradox,A,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00046082735061645506,0.0023041367530822754,False,Paradox,A,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00027931928634643554,0.0013965964317321777,False,Paradox,A,ASSERTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.0003567139307657878,0.0021402835845947266,False,Paradox,A,CONTRADICTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,6,6,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.0005068778991699219,0.0005068778991699219,False,Paradox,A,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00046082735061645506,0.0023041367530822754,False,Paradox,A,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00036506354808807373,0.00584101676940918,False,Paradox,A,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,16,16,Paradox|True|False|Unknown,P09_artificial,0,,,,,,,C,P09,artificial
False,C,0.00027931928634643554,0.0013965964317321777,False,Paradox,A,P09_art_assertion,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,True,Positive assertion.,NARRATIVE,PREMISE,ASSERTION,The Plort is active,C,P09,artificial
False,C,0.0003567139307657878,0.0021402835845947266,False,Paradox,A,P09_art_contradiction,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,6,6,Paradox|True|False|Unknown,P09_artificial,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION,The Plort is not active,C,P09,artificial
False,C,0.0005068778991699219,0.0005068778991699219,False,Paradox,A,P09_art_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Paradox|True|False|Unknown,P09_artificial,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,not,C,P09,artificial
False,C,0.00046082735061645506,0.0023041367530822754,False,Paradox,A,P09_art_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Paradox|True|False|Unknown,P09_artificial,0,True,Queried proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the Plort is active,C,P09,artificial
True,A,0.00036616623401641846,0.0043939948081970215,False,Paradox,B,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0005968093872070312,0.0029840469360351562,False,Paradox,B,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.00036616623401641846,0.0043939948081970215,False,Paradox,B,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,12,12,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0005968093872070312,0.0029840469360351562,False,Paradox,B,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0003865957260131836,0.001932978630065918,False,Paradox,B,ASSERTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.00043400245554306926,0.007378041744232178,False,Paradox,B,CONTENT_TRIGGER,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0003515737397330148,0.0024610161781311035,False,Paradox,B,CONTRADICTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0003281235694885254,0.0006562471389770508,False,Paradox,B,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0005968093872070312,0.0029840469360351562,False,Paradox,B,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.00043400245554306926,0.007378041744232178,False,Paradox,B,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,True|Paradox|False|Unknown,P09_belief_violating,0,,,,,,,A,P09,belief_violating
True,A,0.0003865957260131836,0.001932978630065918,False,Paradox,B,P09_bv_assertion,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,True,Positive factual assertion.,NARRATIVE,PREMISE,ASSERTION|CONTENT_TRIGGER,Water molecules contain oxygen atoms,A,P09,belief_violating
True,A,0.0003515737397330148,0.0024610161781311035,False,Paradox,B,P09_bv_contradiction,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,True|Paradox|False|Unknown,P09_belief_violating,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION|CONTENT_TRIGGER,Water molecules do not contain oxygen atoms,A,P09,belief_violating
True,A,0.0003281235694885254,0.0006562471389770508,False,Paradox,B,P09_bv_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,True|Paradox|False|Unknown,P09_belief_violating,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,do not,A,P09,belief_violating
True,A,0.0005968093872070312,0.0029840469360351562,False,Paradox,B,P09_bv_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,True|Paradox|False|Unknown,P09_belief_violating,0,True,Queried factual proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET|CONTENT_TRIGGER,water molecules contain oxygen atoms,A,P09,belief_violating
False,B,0.00038695335388183594,0.0034825801849365234,False,Paradox,D,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,9,9,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0004928708076477051,0.0019714832305908203,False,Paradox,D,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.00038695335388183594,0.0034825801849365234,False,Paradox,D,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,9,9,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0004928708076477051,0.0019714832305908203,False,Paradox,D,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.00034314393997192383,0.0013725757598876953,False,Paradox,D,ASSERTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0004220008850097656,0.002110004425048828,False,Paradox,D,CONTRADICTION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0006489753723144531,0.0006489753723144531,False,Paradox,D,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0004928708076477051,0.0019714832305908203,False,Paradox,D,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.0004195433396559495,0.005454063415527344,False,Paradox,D,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,13,13,Unknown|False|True|Paradox,P09_familiar,0,,,,,,,B,P09,familiar
False,B,0.00034314393997192383,0.0013725757598876953,False,Paradox,D,P09_fam_assertion,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,True,Positive assertion.,NARRATIVE,PREMISE,ASSERTION,The lamp is on,B,P09,familiar
False,B,0.0004220008850097656,0.002110004425048828,False,Paradox,D,P09_fam_contradiction,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,5,5,Unknown|False|True|Paradox,P09_familiar,0,True,Negated assertion creating inconsistency.,NARRATIVE,PREMISE,CONTRADICTION,The lamp is not on,B,P09,familiar
False,B,0.0006489753723144531,0.0006489753723144531,False,Paradox,D,P09_fam_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Unknown|False|True|Paradox,P09_familiar,0,True,Negation marker.,NARRATIVE,PREMISE,NEGATION,not,B,P09,familiar
False,B,0.0004928708076477051,0.0019714832305908203,False,Paradox,D,P09_fam_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|False|True|Paradox,P09_familiar,0,True,Queried proposition.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the lamp is on,B,P09,familiar
