argmax_label,argmax_letter,attention_enrichment,attention_mass_share,attention_mean_per_token,attention_sum,correct_argmax,gold_label,gold_letter,group_name,group_type,last_n_layers,model_key,model_name,n_scored_tokens,n_tokens,option_order,puzzle_id,seed,span_critical,span_notes,span_region,span_role,span_tags,span_text,target_letter,template_id,token_share,variant_type
Unknown,A,0.04829304306971933,0.003330554694463402,0.00036454200744628906,0.0029163360595703125,False,True,C,P08_abs_negative_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,8,8,Unknown|Paradox|True|False,P08_abstract,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If not X1, then X2",A,P08,0.06896551724137931,abstract
Unknown,A,0.05252539609218002,0.0004528051387256898,0.00039649009704589844,0.00039649009704589844,False,True,C,P08_abs_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,1,1,Unknown|Paradox|True|False,P08_abstract,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,not,A,P08,0.008620689655172414,abstract
Unknown,A,0.0767035023510879,0.0013224741784670327,0.0005789995193481445,0.001157999038696289,False,True,C,P08_abs_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Unknown|Paradox|True|False,P08_abstract,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,X2,A,P08,0.017241379310344827,abstract
Unknown,B,0.1026325328453752,0.01873450996383833,0.0007203039915665337,0.016566991806030273,False,True,A,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,23,23,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.18253968253968253,artificial
Unknown,B,0.11500908254499989,0.0036510819855555517,0.0008071660995483398,0.0032286643981933594,False,True,A,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.031746031746031744,artificial
Unknown,B,0.1026325328453752,0.01873450996383833,0.0007203039915665337,0.016566991806030273,False,True,A,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,23,23,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.18253968253968253,artificial
Unknown,B,0.11500908254499989,0.0036510819855555517,0.0008071660995483398,0.0032286643981933594,False,True,A,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.031746031746031744,artificial
Unknown,B,0.12863488169100473,0.010209117594524185,0.0009027957916259765,0.009027957916259766,False,True,A,POSITIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.07936507936507936,artificial
Unknown,B,0.08263072604104477,0.008525392369314141,0.0005799256838285006,0.007539033889770508,False,True,A,NEGATIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,13,13,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.10317460317460317,artificial
Unknown,B,0.03386067140059921,0.0005374709746126859,0.00023764371871948242,0.00047528743743896484,False,True,A,NEGATION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.015873015873015872,artificial
Unknown,B,0.11500908254499989,0.0036510819855555517,0.0008071660995483398,0.0032286643981933594,False,True,A,QUESTION_TARGET,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.031746031746031744,artificial
Unknown,B,0.10446609576383811,0.02238559194939388,0.0007331724520082827,0.019795656204223633,False,True,A,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,27,27,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,B,P08,0.21428571428571427,artificial
Unknown,B,0.12863488169100473,0.010209117594524185,0.0009027957916259765,0.009027957916259766,False,True,A,P08_art_positive_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,10,10,True|Unknown|False|Paradox,P08_artificial,0,True,Positive case branch.,NARRATIVE,PREMISE,POSITIVE_BRANCH,"If the Plort opens, the Snorg arrives",B,P08,0.07936507936507936,artificial
Unknown,B,0.08263072604104477,0.008525392369314141,0.0005799256838285006,0.007539033889770508,False,True,A,P08_art_negative_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,13,13,True|Unknown|False|Paradox,P08_artificial,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If the Plort does not open, the Snorg still arrives",B,P08,0.10317460317460317,artificial
Unknown,B,0.03386067140059921,0.0005374709746126859,0.00023764371871948242,0.00047528743743896484,False,True,A,P08_art_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,True|Unknown|False|Paradox,P08_artificial,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,B,P08,0.015873015873015872,artificial
Unknown,B,0.11500908254499989,0.0036510819855555517,0.0008071660995483398,0.0032286643981933594,False,True,A,P08_art_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the Snorg arrives,B,P08,0.031746031746031744,artificial
Unknown,A,0.06691015058755882,0.012644437906310329,0.0004674941301345825,0.01121985912322998,False,True,B,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,24,24,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.1889763779527559,belief_violating
Unknown,A,0.07555837232703388,0.002379791254394768,0.0005279183387756348,0.002111673355102539,False,True,B,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.031496062992125984,belief_violating
Unknown,A,0.06691015058755882,0.012644437906310329,0.0004674941301345825,0.01121985912322998,False,True,B,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,24,24,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.1889763779527559,belief_violating
Unknown,A,0.07555837232703388,0.002379791254394768,0.0005279183387756348,0.002111673355102539,False,True,B,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.031496062992125984,belief_violating
Unknown,A,0.07636880987598592,0.0066146213278413,0.0005335807800292969,0.005869388580322266,False,True,B,POSITIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,11,11,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.08661417322834646,belief_violating
Unknown,A,0.06814561083605526,0.015024229160705097,0.0004761261599404471,0.01333153247833252,False,True,B,CONTENT_TRIGGER,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,28,28,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.2204724409448819,belief_violating
Unknown,A,0.05890666965119744,0.006029816578469029,0.0004115746571467473,0.005350470542907715,False,True,B,NEGATIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,13,13,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.10236220472440945,belief_violating
Unknown,A,0.04678357387845251,0.0007367491949362599,0.0003268718719482422,0.0006537437438964844,False,True,B,NEGATION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.015748031496062992,belief_violating
Unknown,A,0.07555837232703388,0.002379791254394768,0.0005279183387756348,0.002111673355102539,False,True,B,QUESTION_TARGET,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.031496062992125984,belief_violating
Unknown,A,0.06814561083605526,0.015024229160705097,0.0004761261599404471,0.01333153247833252,False,True,B,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,28,28,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,A,P08,0.2204724409448819,belief_violating
Unknown,A,0.07636880987598592,0.0066146213278413,0.0005335807800292969,0.005869388580322266,False,True,B,P08_bv_positive_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,11,11,Unknown|True|False|Paradox,P08_belief_violating,0,True,Positive case branch with factual antecedent and belief-violating consequent.,NARRATIVE,PREMISE,POSITIVE_BRANCH|CONTENT_TRIGGER,"If the Earth orbits the Sun, ordinary stones can breathe",A,P08,0.08661417322834646,belief_violating
Unknown,A,0.05890666965119744,0.006029816578469029,0.0004115746571467473,0.005350470542907715,False,True,B,P08_bv_negative_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,13,13,Unknown|True|False|Paradox,P08_belief_violating,0,True,Negative case branch with belief-violating consequent.,NARRATIVE,PREMISE,NEGATIVE_BRANCH|CONTENT_TRIGGER,"If the Earth does not orbit the Sun, ordinary stones can breathe",A,P08,0.10236220472440945,belief_violating
Unknown,A,0.04678357387845251,0.0007367491949362599,0.0003268718719482422,0.0006537437438964844,False,True,B,P08_bv_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Unknown|True|False|Paradox,P08_belief_violating,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,A,P08,0.015748031496062992,belief_violating
Unknown,A,0.07555837232703388,0.002379791254394768,0.0005279183387756348,0.002111673355102539,False,True,B,P08_bv_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,True,Queried belief-violating proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET|CONTENT_TRIGGER,ordinary stones can breathe,A,P08,0.031496062992125984,belief_violating
Unknown,B,0.07075314872802328,0.013711850528686682,0.0004813861846923828,0.01203465461730957,False,True,C,NARRATIVE,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,25,25,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.1937984496124031,familiar
Unknown,B,0.0840891858396899,0.0032592707689802283,0.0005721211433410645,0.0028606057167053223,False,True,C,QUESTION,region,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03875968992248062,familiar
Unknown,B,0.07075314872802328,0.013711850528686682,0.0004813861846923828,0.01203465461730957,False,True,C,PREMISE,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,25,25,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.1937984496124031,familiar
Unknown,B,0.0840891858396899,0.0032592707689802283,0.0005721211433410645,0.0028606057167053223,False,True,C,QUESTION_TARGET,role,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03875968992248062,familiar
Unknown,B,0.10048849086428051,0.008568786042690586,0.0006836977871981534,0.0075206756591796875,False,True,C,POSITIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,11,11,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.08527131782945736,familiar
Unknown,B,0.047389665620964035,0.005143064485996097,0.0003224270684378488,0.004513978958129883,False,True,C,NEGATIVE_BRANCH,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,14,14,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.10852713178294573,familiar
Unknown,B,0.04772757323512081,0.000739962375738307,0.0003247261047363281,0.0006494522094726562,False,True,C,NEGATION,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.015503875968992248,familiar
Unknown,B,0.0840891858396899,0.0032592707689802283,0.0005721211433410645,0.0028606057167053223,False,True,C,QUESTION_TARGET,tag,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.03875968992248062,familiar
Unknown,B,0.07297582157996772,0.01697112129766691,0.0004965086778004964,0.014895260334014893,False,True,C,True,critical,4,qwen,Qwen/Qwen2.5-3B-Instruct,30,30,Paradox|Unknown|True|False,P08_familiar,0,,,,,,,B,P08,0.23255813953488372,familiar
Unknown,B,0.10048849086428051,0.008568786042690586,0.0006836977871981534,0.0075206756591796875,False,True,C,P08_fam_positive_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,11,11,Paradox|Unknown|True|False,P08_familiar,0,True,Positive case branch.,NARRATIVE,PREMISE,POSITIVE_BRANCH,"If the market goes up, the trader makes a profit",B,P08,0.08527131782945736,familiar
Unknown,B,0.047389665620964035,0.005143064485996097,0.0003224270684378488,0.004513978958129883,False,True,C,P08_fam_negative_branch,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,14,14,Paradox|Unknown|True|False,P08_familiar,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If the market does not go up, the trader still makes a profit",B,P08,0.10852713178294573,familiar
Unknown,B,0.04772757323512081,0.000739962375738307,0.0003247261047363281,0.0006494522094726562,False,True,C,P08_fam_negation,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,2,2,Paradox|Unknown|True|False,P08_familiar,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,B,P08,0.015503875968992248,familiar
Unknown,B,0.0840891858396899,0.0032592707689802283,0.0005721211433410645,0.0028606057167053223,False,True,C,P08_fam_question_target,span,4,qwen,Qwen/Qwen2.5-3B-Instruct,5,5,Paradox|Unknown|True|False,P08_familiar,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the trader makes a profit,B,P08,0.03875968992248062,familiar
Paradox,B,0.03445104669381455,0.0042013471577822615,0.00025617281595865886,0.003842592239379883,False,True,C,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,15,15,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.12195121951219512,abstract
Paradox,B,0.06457567293045463,0.001050010941958612,0.0004801750183105469,0.0009603500366210938,False,True,C,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.016260162601626018,abstract
Paradox,B,0.03445104669381455,0.0042013471577822615,0.00025617281595865886,0.003842592239379883,False,True,C,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,15,15,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.12195121951219512,abstract
Paradox,B,0.06457567293045463,0.001050010941958612,0.0004801750183105469,0.0009603500366210938,False,True,C,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.016260162601626018,abstract
Paradox,B,0.038540198044889014,0.0021933446041806754,0.0002865791320800781,0.002006053924560547,False,True,C,POSITIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.056910569105691054,abstract
Paradox,B,0.030873039261624376,0.0020080025536015856,0.000229567289352417,0.001836538314819336,False,True,C,NEGATIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,8,8,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.06504065040650407,abstract
Paradox,B,0.051974759592982596,0.00042255902108115936,0.0003864765167236328,0.0003864765167236328,False,True,C,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.008130081300813009,abstract
Paradox,B,0.06457567293045463,0.001050010941958612,0.0004801750183105469,0.0009603500366210938,False,True,C,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.016260162601626018,abstract
Paradox,B,0.03799512036871337,0.005251358099740873,0.00028252601623535156,0.0048029422760009766,False,True,C,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,17,17,Unknown|Paradox|True|False,P08_abstract,0,,,,,,,B,P08,0.13821138211382114,abstract
Paradox,B,0.038540198044889014,0.0021933446041806754,0.0002865791320800781,0.002006053924560547,False,True,C,P08_abs_positive_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,7,7,Unknown|Paradox|True|False,P08_abstract,0,True,Positive case branch.,NARRATIVE,PREMISE,POSITIVE_BRANCH,"If X1, then X2",B,P08,0.056910569105691054,abstract
Paradox,B,0.030873039261624376,0.0020080025536015856,0.000229567289352417,0.001836538314819336,False,True,C,P08_abs_negative_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,8,8,Unknown|Paradox|True|False,P08_abstract,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If not X1, then X2",B,P08,0.06504065040650407,abstract
Paradox,B,0.051974759592982596,0.00042255902108115936,0.0003864765167236328,0.0003864765167236328,False,True,C,P08_abs_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,1,1,Unknown|Paradox|True|False,P08_abstract,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,not,B,P08,0.008130081300813009,abstract
Paradox,B,0.06457567293045463,0.001050010941958612,0.0004801750183105469,0.0009603500366210938,False,True,C,P08_abs_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|Paradox|True|False,P08_abstract,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,X2,B,P08,0.016260162601626018,abstract
True,A,0.04762056699080643,0.008235135645026675,0.00033065287963203764,0.007605016231536865,True,True,A,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,23,23,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.17293233082706766,artificial
True,A,0.0738159656852029,0.002220029043163997,0.000512540340423584,0.002050161361694336,True,True,A,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.03007518796992481,artificial
True,A,0.04762056699080643,0.008235135645026675,0.00033065287963203764,0.007605016231536865,True,True,A,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,23,23,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.17293233082706766,artificial
True,A,0.0738159656852029,0.002220029043163997,0.000512540340423584,0.002050161361694336,True,True,A,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.03007518796992481,artificial
True,A,0.062406639020218244,0.00469222849776077,0.0004333198070526123,0.004333198070526123,True,True,A,POSITIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.07518796992481203,artificial
True,A,0.03624666542972043,0.0035429071472659066,0.0002516783200777494,0.003271818161010742,True,True,A,NEGATIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,13,13,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.09774436090225563,artificial
True,A,0.027778632975615374,0.00041772380414459206,0.00019288063049316406,0.0003857612609863281,True,True,A,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.015037593984962405,artificial
True,A,0.0738159656852029,0.002220029043163997,0.000512540340423584,0.002050161361694336,True,True,A,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.03007518796992481,artificial
True,A,0.05150136679738369,0.010455164688190672,0.0003575991701196741,0.009655177593231201,True,True,A,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,27,27,True|Unknown|False|Paradox,P08_artificial,0,,,,,,,A,P08,0.20300751879699247,artificial
True,A,0.062406639020218244,0.00469222849776077,0.0004333198070526123,0.004333198070526123,True,True,A,P08_art_positive_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,10,10,True|Unknown|False|Paradox,P08_artificial,0,True,Positive case branch.,NARRATIVE,PREMISE,POSITIVE_BRANCH,"If the Plort opens, the Snorg arrives",A,P08,0.07518796992481203,artificial
True,A,0.03624666542972043,0.0035429071472659066,0.0002516783200777494,0.003271818161010742,True,True,A,P08_art_negative_branch,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,13,13,True|Unknown|False|Paradox,P08_artificial,0,True,Negative case branch.,NARRATIVE,PREMISE,NEGATIVE_BRANCH,"If the Plort does not open, the Snorg still arrives",A,P08,0.09774436090225563,artificial
True,A,0.027778632975615374,0.00041772380414459206,0.00019288063049316406,0.0003857612609863281,True,True,A,P08_art_negation,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,True|Unknown|False|Paradox,P08_artificial,0,True,Negation marker defining the complementary case.,NARRATIVE,PREMISE,NEGATION,does not,A,P08,0.015037593984962405,artificial
True,A,0.0738159656852029,0.002220029043163997,0.000512540340423584,0.002050161361694336,True,True,A,P08_art_question_target,span,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,True|Unknown|False|Paradox,P08_artificial,0,True,Queried proposition entailed by both branches.,QUESTION,QUESTION_TARGET,QUESTION_TARGET,the Snorg arrives,A,P08,0.03007518796992481,artificial
False,C,0.035799955791737635,0.0064119323806097256,0.0002448459466298421,0.005876302719116211,False,True,B,NARRATIVE,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,24,24,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.1791044776119403,belief_violating
False,C,0.0887540268064404,0.002649373934520609,0.0006070137023925781,0.0024280548095703125,False,True,B,QUESTION,region,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.029850746268656716,belief_violating
False,C,0.035799955791737635,0.0064119323806097256,0.0002448459466298421,0.005876302719116211,False,True,B,PREMISE,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,24,24,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.1791044776119403,belief_violating
False,C,0.0887540268064404,0.002649373934520609,0.0006070137023925781,0.0024280548095703125,False,True,B,QUESTION_TARGET,role,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.029850746268656716,belief_violating
False,C,0.042233904404153734,0.0034669623018335157,0.00028884952718561345,0.003177344799041748,False,True,B,POSITIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,11,11,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.08208955223880597,belief_violating
False,C,0.04336482307955232,0.009061306315130335,0.00029658419745309014,0.008304357528686523,False,True,B,CONTENT_TRIGGER,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,28,28,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.208955223880597,belief_violating
False,C,0.030355845427385546,0.00294497007877621,0.0002076121476980356,0.002698957920074463,False,True,B,NEGATIVE_BRANCH,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,13,13,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.09701492537313433,belief_violating
False,C,0.026502454391043324,0.0003955590207618407,0.0001812577247619629,0.0003625154495239258,False,True,B,NEGATION,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,2,2,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.014925373134328358,belief_violating
False,C,0.0887540268064404,0.002649373934520609,0.0006070137023925781,0.0024280548095703125,False,True,B,QUESTION_TARGET,tag,4,llama,meta-llama/Llama-3.2-3B-Instruct,4,4,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.029850746268656716,belief_violating
False,C,0.04336482307955232,0.009061306315130335,0.00029658419745309014,0.008304357528686523,False,True,B,True,critical,4,llama,meta-llama/Llama-3.2-3B-Instruct,28,28,Unknown|True|False|Paradox,P08_belief_violating,0,,,,,,,C,P08,0.208955223880597,belief_violating
